date,climate_sentence_count,text,word_count,Stemd_text,Sentiments
1997-02-04,19,tonight announce year designate 10 american heritage rivers help communities alongside revitalize waterfronts clean pollution rivers proving grow economy protect environment,42,tonight announc year design 10 american heritag river help commun alongsid revit waterfront clean pollut river prove grow economi protect environ,positive
1997-02-04,19,tonight announce year designate 10 american heritage rivers help communities alongside revitalize waterfronts clean pollution rivers proving grow economy protect environment,42,tonight announc year design 10 american heritag river help commun alongsid revit waterfront clean pollut river prove grow economi protect environ,positive
1997-02-04,19,tonight announce year designate 10 american heritage rivers help communities alongside revitalize waterfronts clean pollution rivers proving grow economy protect environment,42,tonight announc year design 10 american heritag river help commun alongsid revit waterfront clean pollut river prove grow economi protect environ,positive
1997-02-04,19,must also protect global environment working ban worst toxic chemicals reduce greenhouse gases challenge health even change climate,30,must also protect global environ work ban worst toxic chemic reduc greenhous gase challeng health even chang climat,negative
1997-02-04,19,must also protect global environment working ban worst toxic chemicals reduce greenhouse gases challenge health even change climate,30,must also protect global environ work ban worst toxic chemic reduc greenhous gase challeng health even chang climat,negative
1997-02-04,19,must also protect global environment working ban worst toxic chemicals reduce greenhouse gases challenge health even change climate,30,must also protect global environ work ban worst toxic chemic reduc greenhous gase challeng health even chang climat,negative
1997-02-04,19,call congress fund share agreement north korea must continue freeze dismantle nuclear weapons program,27,call congress fund share agreement north korea must continu freez dismantl nuclear weapon program,neutral
1997-02-04,19,go china invited chinas president come agree everything engaging china best way work common challenges like ending nuclear testing deal frankly fundamental differences like human rights,49,go china invit china presid come agre everyth engag china best way work common challeng like end nuclear test deal frankli fundament differ like human right,positive
1997-02-04,19,past four years agreed banwe led way worldwide agreement ban nuclear testing,20,past four year agre banw led way worldwid agreement ban nuclear test,negative
1997-02-04,19,russia dramatically cut nuclear arsenals stopped targeting others citizens,14,russia dramat cut nuclear arsen stop target other citizen,negative
1997-02-04,19,acting prevent nuclear materials falling wrong hands rid world landmines,20,act prevent nuclear materi fall wrong hand rid world landmin,negative
1988-12-16,5,inf treaty first accord history eliminate entire class us soviet nuclear missiles,20,inf treati first accord histori elimin entir class us soviet nuclear missil,positive
1988-12-16,5,progress nucleartesting agreements chemical weapons begin new negotiations conventional balance europe,25,progress nucleartest agreement chemic weapon begin new negoti convent balanc europ,positive
1988-12-16,5,little doubt decade eighties freedom human rights prospered specter nuclear war pushed back democracies recovered strength compass,41,littl doubt decad eighti freedom human right prosper specter nuclear war push back democraci recov strength compass,positive
1988-12-16,5,idea energized mr jefferson founders nation idea popular government driven revival west renewal values beliefs,40,idea energ mr jefferson founder nation idea popular govern driven reviv west renew valu belief,positive
1988-12-16,5,well know hollywood sing dance wind afterdinner speaker,19,well know hollywood sing danc wind afterdinn speaker,neutral
2002-01-29,6,found diagrams american nuclear powerplants public water facilities detailed instructions making chemical weapons surveillance maps american cities thorough descriptions landmarks america throughout world,34,found diagram american nuclear powerpl public water facil detail instruct make chemic weapon surveil map american citi thorough descript landmark america throughout world,neutral
2002-01-29,6,second must prevent terrorists regimes seek chemical biological nuclear weapons threatening united states world,24,second must prevent terrorist regim seek chemic biolog nuclear weapon threaten unit state world,neutral
2002-01-29,6,iraqi regime plotted develop anthrax nerve gas nuclear weapons decade,18,iraqi regim plot develop anthrax nerv ga nuclear weapon decad,neutral
2002-01-29,6,congress must act encourage conservation promote technology build infrastructure must act increase energy production home america less dependent foreign oil,29,congress must act encourag conserv promot technolog build infrastructur must act increas energi product home america less depend foreign oil,negative
2002-01-29,6,members work together months ahead issues productive farm policy cleaner environment broader homeownership especially among minorities ways encourage good work charities faithbased groups,37,member work togeth month ahead issu product farm polici cleaner environ broader homeownership especi among minor way encourag good work chariti faithbas group,positive
2002-01-29,6,members work together months ahead issues productive farm policy cleaner environment broader homeownership especially among minorities ways encourage good work charities faithbased groups,37,member work togeth month ahead issu product farm polici cleaner environ broader homeownership especi among minor way encourag good work chariti faithbas group,positive
1982-06-17,11,hundred disputes disturbed peace among nations since world war ii today threat nuclear disaster hangs lives people,30,hundr disput disturb peac among nation sinc world war ii today threat nuclear disast hang live peopl,positive
1982-06-17,11,nuclear era major powers bear special responsibility ease sources conflict refrain aggression,22,nuclear era major power bear special respons eas sourc conflict refrain aggress,positive
1982-06-17,11,exercised unilateral restraint forged ahead today possess nuclear conventional forces far excess adequate deterrent capability,23,exercis unilater restraint forg ahead today possess nuclear convent forc far excess adequ deterr capabl,positive
1982-06-17,11,otherwise building paper castle blown away winds war,16,otherwis build paper castl blown away wind war,neutral
1982-06-17,11,1946 became known baruch plan united states submitted proposal control nuclear weapons nuclear energy international authority,28,1946 becam known baruch plan unit state submit propos control nuclear weapon nuclear energi intern author,neutral
1982-06-17,11,treaty ended nuclear weapons testing atmosphere outer space water participating nations,17,treati end nuclear weapon test atmospher outer space water particip nation,neutral
1982-06-17,11,united states played major role key effort prevent spread nuclear explosives provide international safeguards civil nuclear activities,28,unit state play major role key effort prevent spread nuclear explos provid intern safeguard civil nuclear activ,positive
1982-06-17,11,february negotiating team geneva offered soviet union draft treaty intermediaterange nuclear forces,18,februari negoti team geneva offer soviet union draft treati intermediaterang nuclear forc,neutral
1982-06-17,11,based us proposal committee formed examine issues relate restrictions nuclear testing,22,base us propos committe form examin issu relat restrict nuclear test,negative
1982-06-17,11,substantial information us activities forces areas already provided believe jointly regularly sharing information would represent qualitative improvement strategic nuclear environment would help reduce chance misunderstandings,40,substanti inform us activ forc area alreadi provid believ jointli regularli share inform would repres qualit improv strateg nuclear environ would help reduc chanc misunderstand,neutral
1982-06-17,11,substantial information us activities forces areas already provided believe jointly regularly sharing information would represent qualitative improvement strategic nuclear environment would help reduce chance misunderstandings,40,substanti inform us activ forc area alreadi provid believ jointli regularli share inform would repres qualit improv strateg nuclear environ would help reduc chanc misunderstand,neutral
2020-01-08,5,long president united states iran never allowed nuclear weapon,20,long presid unit state iran never allow nuclear weapon,negative
2020-01-08,5,iran leading sponsor terrorism pursuit nuclear weapons threatens civilized world,18,iran lead sponsor terror pursuit nuclear weapon threaten civil world,neutral
2020-01-08,5,irans hostilities substantially increased foolish iran nuclear deal signed 2013 given 150 billion mention 18 billion cash,27,iran hostil substanti increas foolish iran nuclear deal sign 2013 given 150 billion mention 18 billion cash,neutral
2020-01-08,5,defective jcpoa expires shortly anyway gives iran clear quick path nuclear breakout,18,defect jcpoa expir shortli anyway give iran clear quick path nuclear breakout,positive
2020-01-08,5,iran must abandon nuclear ambitions end support terrorism,12,iran must abandon nuclear ambit end support terror,neutral
2001-01-18,5,american people made passage global information age era great american renewal,19,american peopl made passag global inform age era great american renew,positive
2001-01-18,5,work done presidentevery decision made every executive action taken every bill proposed signedive tried give americans tools conditions build future dreams good society strong economy cleaner environment freer safer prosperous world,60,work done presidenteveri decis made everi execut action taken everi bill propos signed tri give american tool condit build futur dream good societi strong economi cleaner environ freer safer prosper world,positive
2001-01-18,5,work done presidentevery decision made every executive action taken every bill proposed signedive tried give americans tools conditions build future dreams good society strong economy cleaner environment freer safer prosperous world,60,work done presidenteveri decis made everi execut action taken everi bill propos signed tri give american tool condit build futur dream good societi strong economi cleaner environ freer safer prosper world,positive
2001-01-18,5,air water cleaner,6,air water cleaner,neutral
2001-01-18,5,forces integration created good opportunities also make us subject global forces destruction terrorism organized crime narcotrafficking spread deadly weapons disease degradation global environment,40,forc integr creat good opportun also make us subject global forc destruct terror organ crime narcotraffick spread deadli weapon diseas degrad global environ,positive
2022-02-24,2,second question ill give statement gave last night willthat wethe threat gavethe west face consequences greater faced history threatening nuclear strike,42,second question ill give statement gave last night willthat weth threat gaveth west face consequ greater face histori threaten nuclear strike,neutral
2022-02-24,2,president first doubt major nuclear power attacks invades another country world going respond markets going respond world,37,presid first doubt major nuclear power attack invad anoth countri world go respond market go respond world,positive
1974-02-25,5,far entire situation concerned able report tonight result cooperation american people result energy conservation program within government believe confidently much better even chance need gas rationing united states,65,far entir situat concern abl report tonight result cooper american peopl result energi conserv program within govern believ confid much better even chanc need ga ration unit state,positive
1974-02-25,5,urge congress act responsibly measures presented congress deal problem price profits windfall profits measure submitted deal problem gas shortage overall getting supplies means deregulation natural gas competitive far price concerned amendment environmental actions use coal thereby take pressure demands gasoline fuels deepwater ports measures mentioned many occasions nation also members press,128,urg congress act respons measur present congress deal problem price profit windfal profit measur submit deal problem ga shortag overal get suppli mean deregul natur ga competit far price concern amend environment action use coal therebi take pressur demand gasolin fuel deepwat port measur mention mani occas nation also member press,negative
1974-02-25,5,urge congress act responsibly measures presented congress deal problem price profits windfall profits measure submitted deal problem gas shortage overall getting supplies means deregulation natural gas competitive far price concerned amendment environmental actions use coal thereby take pressure demands gasoline fuels deepwater ports measures mentioned many occasions nation also members press,128,urg congress act respons measur present congress deal problem price profit windfal profit measur submit deal problem ga shortag overal get suppli mean deregul natur ga competit far price concern amend environment action use coal therebi take pressur demand gasolin fuel deepwat port measur mention mani occas nation also member press,negative
1974-02-25,5,hand look back years confrontation find men like matter fact rather sent paris would sent siberia probably worse,39,hand look back year confront find men like matter fact rather sent pari would sent siberia probabl wors,neutral
1974-02-25,5,nutshell consider want go back period united states soviet union two great super powers stood confrontation risk runaway nuclear arms race also crisis berlin mideast even southeast asia places world want continue path recognize differences try recognize also fact must either live together die together,98,nutshel consid want go back period unit state soviet union two great super power stood confront risk runaway nuclear arm race also crisi berlin mideast even southeast asia place world want continu path recogn differ tri recogn also fact must either live togeth die togeth,positive
1983-03-08,6,great spiritual awakening america renewal traditional values bedrock americas goodness greatness,24,great spiritu awaken america renew tradit valu bedrock america good great,positive
1983-03-08,6,repeat america midst spiritual awakening moral renewal,15,repeat america midst spiritu awaken moral renew,neutral
1983-03-08,6,intend everything persuade peaceful intent remind west refused use nuclear monopoly forties fifties territorial gain proposes 50percent cut strategic ballistic missiles elimination entire class landbased intermediaterange nuclear missiles,59,intend everyth persuad peac intent remind west refus use nuclear monopoli forti fifti territori gain propos 50percent cut strateg ballist missil elimin entir class landbas intermediaterang nuclear missil,neutral
1983-03-08,6,assure none things america stands socalled nuclear freeze solutions proposed,20,assur none thing america stand socal nuclear freez solut propos,neutral
1983-03-08,6,discussions nuclear freeze proposals urge beware temptation pridethe temptation blithely declaring label sides equally fault ignore facts history aggressive impulses evil empire simply call arms race giant misunderstanding thereby remove struggle right wrong good evil,71,discuss nuclear freez propos urg bewar temptat prideth temptat blith declar label side equal fault ignor fact histori aggress impuls evil empir simpli call arm race giant misunderstand therebi remov struggl right wrong good evil,negative
1983-03-08,6,ask resist attempts would withhold support efforts administrations efforts keep america strong free negotiate real verifiable reductions worlds nuclear arsenals one day gods help total elimination,49,ask resist attempt would withhold support effort administr effort keep america strong free negoti real verifi reduct world nuclear arsen one day god help total elimin,positive
2006-01-31,11,iranian government defying world nuclear ambitions nations world must permit iranian regime gain nuclear weapons,27,iranian govern defi world nuclear ambit nation world must permit iranian regim gain nuclear weapon,neutral
2006-01-31,11,since 2001 spent nearly 10 billion develop cleaner cheaper reliable alternative energy sources,18,sinc 2001 spent nearli 10 billion develop cleaner cheaper reliabl altern energi sourc,negative
2006-01-31,11,tonight announce advanced energy initiativea 22percent increase cleanenergy researchat department energy push breakthroughs two vital areas,25,tonight announc advanc energi initiativea 22percent increas cleanenergi researchat depart energi push breakthrough two vital area,positive
2006-01-31,11,change power homes offices invest zeroemission coalfired plants revolutionary solar wind technologies clean safe nuclear energy,27,chang power home offic invest zeroemiss coalfir plant revolutionari solar wind technolog clean safe nuclear energi,positive
2006-01-31,11,change power homes offices invest zeroemission coalfired plants revolutionary solar wind technologies clean safe nuclear energy,27,chang power home offic invest zeroemiss coalfir plant revolutionari solar wind technolog clean safe nuclear energi,positive
2006-01-31,11,change power homes offices invest zeroemission coalfired plants revolutionary solar wind technologies clean safe nuclear energy,27,chang power home offic invest zeroemiss coalfir plant revolutionari solar wind technolog clean safe nuclear energi,positive
2006-01-31,11,change power homes offices invest zeroemission coalfired plants revolutionary solar wind technologies clean safe nuclear energy,27,chang power home offic invest zeroemiss coalfir plant revolutionari solar wind technolog clean safe nuclear energi,positive
2006-01-31,11,change power homes offices invest zeroemission coalfired plants revolutionary solar wind technologies clean safe nuclear energy,27,chang power home offic invest zeroemiss coalfir plant revolutionari solar wind technolog clean safe nuclear energi,positive
2006-01-31,11,increase research better batteries hybrid electric cars pollutionfree cars run hydrogen,21,increas research better batteri hybrid electr car pollutionfre car run hydrogen,positive
2006-01-31,11,increase research better batteries hybrid electric cars pollutionfree cars run hydrogen,21,increas research better batteri hybrid electr car pollutionfre car run hydrogen,positive
2006-01-31,11,applying talent technology america country dramatically improve environment move beyond petroleumbased economy make dependence middle eastern oil thing past,33,appli talent technolog america countri dramat improv environ move beyond petroleumbas economi make depend middl eastern oil thing past,negative
2017-02-28,3,want americans succeed cannot happen environment lawless chaos,17,want american succeed cannot happen environ lawless chao,neutral
2017-02-28,3,governor matt bevin kentucky said obamacare failing state unsustainable collapsing,19,governor matt bevin kentucki said obamacar fail state unsustain collaps,negative
2017-02-28,3,administration wants work members parties make childcare accessible affordable help ensure new parents paid family leave invest womens health promote clean air clear water rebuild military infrastructure,46,administr want work member parti make childcar access afford help ensur new parent paid famili leav invest women health promot clean air clear water rebuild militari infrastructur,positive
1976-08-19,5,rooted mutual commitment citizens leaders highest standards ethics morality spiritual renewal nation undergoing right,32,root mutual commit citizen leader highest standard ethic moral spiritu renew nation undergo right,positive
1976-08-19,5,encourage urban programs assure safety streets create healthy environments restore neighborhood pride,18,encourag urban program assur safeti street creat healthi environ restor neighborhood pride,neutral
1976-08-19,5,create climate economy provide meaningful job everyone wants work decent standard life americans,29,creat climat economi provid meaning job everyon want work decent standard life american,positive
1976-08-19,5,build safer saner world patient negotiations dependable arms agreements reduce danger conflict horror thermonuclear war,26,build safer saner world patient negoti depend arm agreement reduc danger conflict horror thermonuclear war,neutral
1976-08-19,5,see new generation knows right knows generation determined preserve ideals environment nation world,27,see new gener know right know gener determin preserv ideal environ nation world,positive
1993-01-05,2,thanks historic treaties start ii pact reached russia likelihood nuclear holocaust vastly diminished,22,thank histor treati start ii pact reach russia likelihood nuclear holocaust vastli diminish,neutral
1993-01-05,2,leadership therefore also involves working congress american people provide essential domestic underpinning us military commitments sustainable,26,leadership therefor also involv work congress american peopl provid essenti domest underpin us militari commit sustain,neutral
1981-11-18,16,military might peak alone ultimate weapon nuclear weapon unquestioned ability deliver anywhere world,28,militari might peak alon ultim weapon nuclear weapon unquest abil deliv anywher world,neutral
1981-11-18,16,young people question need weapons particularly nuclear weapons deter war assure peaceful development,19,young peopl question need weapon particularli nuclear weapon deter war assur peac develop,positive
1981-11-18,16,nato weapons conventional nuclear ever used europe except response attack,17,nato weapon convent nuclear ever use europ except respons attack,neutral
1981-11-18,16,momentum continuing soviet military buildup threatens conventional nuclear balance,17,momentum continu soviet militari buildup threaten convent nuclear balanc,neutral
1981-11-18,16,period nato deployed new intermediaterange nuclear missiles actually withdrew 1000 nuclear warheads soviet union deployed 750 nuclear warheads new ss20 missiles alone,32,period nato deploy new intermediaterang nuclear missil actual withdrew 1000 nuclear warhead soviet union deploy 750 nuclear warhead new ss20 missil alon,positive
1981-11-18,16,would like discuss specifically growing threat western europe posed continuing deployment certain soviet intermediaterange nuclear missiles,26,would like discuss specif grow threat western europ pose continu deploy certain soviet intermediaterang nuclear missil,positive
1981-11-18,16,rather provides vital link conventional shorterrange nuclear forces europe intercontinental forces united states,20,rather provid vital link convent shorterrang nuclear forc europ intercontinent forc unit state,positive
1981-11-18,16,allies proceeding modernize natos nuclear forces intermediate range meet increased soviet deployments nuclear systems threatening western europe,26,alli proceed modern nato nuclear forc intermedi rang meet increas soviet deploy nuclear system threaten western europ,positive
1981-11-18,16,united states proposes mutual reduction conventional intermediaterange nuclear strategic forces,14,unit state propos mutual reduct convent intermediaterang nuclear strateg forc,neutral
1981-11-18,16,part 1979 twotrack decision nato made commitment seek arms control negotiations soviet union intermediate range nuclear forces,25,part 1979 twotrack decis nato made commit seek arm control negoti soviet union intermedi rang nuclear forc,neutral
1981-11-18,16,informed president brezhnev delegation travels negotiations intermediate range landbased nuclear missiles geneva 30th month representatives present following proposal united states prepared cancel deployment pershing ii groundlaunch cruise missiles soviets dismantle ss20 ss4 ss5 missiles,61,inform presid brezhnev deleg travel negoti intermedi rang landbas nuclear missil geneva 30th month repres present follow propos unit state prepar cancel deploy persh ii groundlaunch cruis missil soviet dismantl ss20 ss4 ss5 missil,neutral
1981-11-18,16,soviet agreement could together substantially reduce dread threat nuclear war hangs people europe,21,soviet agreement could togeth substanti reduc dread threat nuclear war hang peopl europ,neutral
1981-11-18,16,past 6 years united states deployed new intermediaterange missiles withdrew 1000 nuclear warheads europe soviet union deployed 750 warheads mobile accurate ballistic missiles,32,past 6 year unit state deploy new intermediaterang missil withdrew 1000 nuclear warhead europ soviet union deploy 750 warhead mobil accur ballist missil,negative
1981-11-18,16,soviets assert balance intermediate range nuclear forces already exists,13,soviet assert balanc intermedi rang nuclear forc alreadi exist,neutral
1981-11-18,16,well map demonstrates ss20s even deployed behind urals range puts almost western europethe great citiesrome athens paris london brussels amsterdam berlin many moreall scandinavia middle east northern africa within range missiles incidentally mobile moved shorter notice,64,well map demonstr ss20 even deploy behind ural rang put almost western europeth great citiesrom athen pari london brussel amsterdam berlin mani moreal scandinavia middl east northern africa within rang missil incident mobil move shorter notic,positive
1981-11-18,16,informed president brezhnev seek negotiate substantial reductions nuclear arms would result levels equal verifiable,27,inform presid brezhnev seek negoti substanti reduct nuclear arm would result level equal verifi,neutral
2001-01-20,3,seed upon wind taking root many nations,13,seed upon wind take root mani nation,neutral
2001-01-20,3,think angel rides whirlwind directs storm much time passed since jefferson arrived inauguration,25,think angel ride whirlwind direct storm much time pass sinc jefferson arriv inaugur,positive
2001-01-20,3,angel still rides whirlwind directs storm,12,angel still ride whirlwind direct storm,positive
1992-10-11,25,kids go bed night without fear nuclear war,13,kid go bed night without fear nuclear war,neutral
1992-10-11,25,would say look three us decide think job pick person november believe said partys time cleanup crew,42,would say look three us decid think job pick person novemb believ said parti time cleanup crew,neutral
1992-10-11,25,never would got wed gone nuclearfreeze crowd never would got wed listened wanted cut defense spending,29,never would got wed gone nuclearfreez crowd never would got wed listen want cut defens spend,neutral
1992-10-11,25,got clean mess leave country good shape pass american dream,22,got clean mess leav countri good shape pass american dream,positive
1992-10-11,25,want take every dollar reduced defense reinvest technologies 21st century new transportation communication environmental cleanup technologies,29,want take everi dollar reduc defens reinvest technolog 21st centuri new transport commun environment cleanup technolog,positive
1992-10-11,25,want take every dollar reduced defense reinvest technologies 21st century new transportation communication environmental cleanup technologies,29,want take everi dollar reduc defens reinvest technolog 21st centuri new transport commun environment cleanup technolog,positive
1992-10-11,25,step one want put america back work clean small business problem,16,step one want put america back work clean small busi problem,positive
1992-10-11,25,third task force new industries future make sure nail country wind europe asia,30,third task forc new industri futur make sure nail countri wind europ asia,positive
1992-10-11,25,international competitors cleaning plate intelligent relationship government business supportive relationship,20,intern competitor clean plate intellig relationship govern busi support relationship,positive
1992-10-11,25,mr perot postcoldwar environment overriding us national interest,14,mr perot postcoldwar environ overrid us nation interest,neutral
1992-10-11,25,third got kinds agreements paper executed getting rid nuclear warheads,22,third got kind agreement paper execut get rid nuclear warhead,positive
1992-10-11,25,got every rich middle eastern country trying buy nuclear weapons well know,19,got everi rich middl eastern countri tri buy nuclear weapon well know,positive
1992-10-11,25,got agreements nuclear things put away yet,18,got agreement nuclear thing put away yet,neutral
1992-10-11,25,number two got take care missile situation try get nuclear war behind us give high priority,28,number two got take care missil situat tri get nuclear war behind us give high prioriti,negative
1992-10-11,25,need continue negotiations reduce nuclear arsenals soviet union former soviet union united states,22,need continu negoti reduc nuclear arsen soviet union former soviet union unit state,neutral
1992-10-11,25,thank god parents young people around go bed night without fear nuclear war,26,thank god parent young peopl around go bed night without fear nuclear war,positive
1992-10-11,25,listen nuclear freeze crowd,9,listen nuclear freez crowd,neutral
1992-10-11,25,rewarded opening negotiations iran transfer nuclear technology,12,reward open negoti iran transfer nuclear technolog,neutral
1992-10-11,25,mr president watch killing bosnia ethnic cleansing starvation anarchy somalia want use americas might americas military try end kind suffering,40,mr presid watch kill bosnia ethnic cleans starvat anarchi somalia want use america might america militari tri end kind suffer,positive
1992-10-11,25,concerned ethnic cleansing,6,concern ethnic cleans,neutral
1992-10-11,25,think consider whether lift arms embargo bosnians since way fair fight heavily armed opponent bent ethnic cleansing,38,think consid whether lift arm embargo bosnian sinc way fair fight heavili arm oppon bent ethnic cleans,positive
1992-10-11,25,sit around blowing energy window racial strife hatred stuck sure loser melting pot,31,sit around blow energi window racial strife hatr stuck sure loser melt pot,positive
1992-10-11,25,saw winds hatred divide people keep people state poorer would spiritually economically,24,saw wind hatr divid peopl keep peopl state poorer would spiritu econom,neutral
1992-10-11,25,think biggest dividend making tough calls fact less afraid nuclear war,21,think biggest dividend make tough call fact less afraid nuclear war,negative
1992-10-11,25,every parent much less worry kids going faced nuclear holocaust,19,everi parent much less worri kid go face nuclear holocaust,negative
2024-01-05,2,first time history insurrectionists come stop peaceful transfer power america first time smashing windows shattering doors attacking police,30,first time histori insurrectionist come stop peac transfer power america first time smash window shatter door attack polic,positive
2024-01-05,2,outside gallows erected maga crowd chanted hang mike penceinside hunted speaker pelosi house chanting marched smashed windows nancyover 140 police officers injured,37,outsid gallow erect maga crowd chant hang mike penceinsid hunt speaker pelosi hous chant march smash window nancyov 140 polic offic injur,neutral
1990-07-26,1,ada dramatic renewal disabilities us along precious privilege american comes sacred duty ensure every americans rights also guaranteed,41,ada dramat renew disabl us along preciou privileg american come sacr duti ensur everi american right also guarante,positive
1975-05-27,4,congress concentrated attention conservation measures higher gasoline tax,15,congress concentr attent conserv measur higher gasolin tax,positive
1975-05-27,4,natural gas production starting dwindle,7,natur ga product start dwindl,neutral
1975-05-27,4,along urge congress pass windfall profits tax plowback provision,18,along urg congress pass windfal profit tax plowback provis,neutral
1975-05-27,4,two measures would prevent unfair gains oil companies decontrol prices furnish substantial incentive increase domestic energy production encourage conservation,25,two measur would prevent unfair gain oil compani decontrol price furnish substanti incent increas domest energi product encourag conserv,negative
2018-02-23,10,ended war beautiful clean coal,10,end war beauti clean coal,positive
2018-02-23,10,knocked paris climate accord,7,knock pari climat accord,neutral
2018-02-23,10,russia allowed go back 1990s clean environmental time,17,russia allow go back 1990 clean environment time,positive
2018-02-23,10,russia allowed go back 1990s clean environmental time,17,russia allow go back 1990 clean environment time,positive
2018-02-23,10,folks mindill tell whatits amazing many people understood paris accord sounds good,23,folk mindil tell whatit amaz mani peopl understood pari accord sound good,positive
2018-02-23,10,like environmental regulations cutthey beautiful titles,15,like environment regul cutthey beauti titl,neutral
2018-02-23,10,puddle land called lake purposes environmentals,18,puddl land call lake purpos environment,neutral
2018-02-23,10,applause declined certify terrible onesided iran nuclear deal,11,applaus declin certifi terribl onesid iran nuclear deal,neutral
2018-02-23,10,sneak window sneak way,14,sneak window sneak way,neutral
2018-02-23,10,thanks massive tax cuts millions americans getting keep great percentage money instead paying government throws window,33,thank massiv tax cut million american get keep great percentag money instead pay govern throw window,positive
1975-01-15,16,obviously voluntary conservation continues essential tougher programs neededand needed,14,obvious voluntari conserv continu essenti tougher program neededand need,neutral
1975-01-15,16,urge congress enact windfall profits tax date ensure oil producers profit unduly,22,urg congress enact windfal profit tax date ensur oil produc profit unduli,neutral
1975-01-15,16,sooner congress acts effective oil conservation program quicker federal revenues returned people,25,sooner congress act effect oil conserv program quicker feder revenu return peopl,neutral
1975-01-15,16,want know deciding energy conservation program considered rationing higher gasoline taxes alternatives,22,want know decid energi conserv program consid ration higher gasolin tax altern,positive
1975-01-15,16,intent administration move ahead exploration leasing production frontier areas outer continental shelf environmental risks acceptable,30,intent administr move ahead explor leas product frontier area outer continent shelf environment risk accept,neutral
1975-01-15,16,must strike reasonable compromise environmental concerns coal,11,must strike reason compromis environment concern coal,neutral
1975-01-15,16,submitting clean air act amendments allow greater coal use without sacrificing clean air goals,18,submit clean air act amend allow greater coal use without sacrif clean air goal,positive
1975-01-15,16,proposing number actions energize nuclear power program,13,propos number action energ nuclear power program,positive
1975-01-15,16,submit legislation expedite nuclear leasing licensing rapid selection sites,15,submit legisl expedit nuclear leas licens rapid select site,neutral
1975-01-15,16,recent months utilities cancelled postponed 60 percent planned nuclear expansion 30 percent planned additions nonnuclear capacity,24,recent month util cancel postpon 60 percent plan nuclear expans 30 percent plan addit nonnuclear capac,neutral
1975-01-15,16,therefore propose congress legislation make thermal efficiency standards mandatory new buildings united states new tax credit 150 homeowners install insulation equipment establishment energy conservation program help lowincome families purchase insulation supplies legislation modify defer automotive pollution standards five years enable us improve automobile gas mileage 40 percent 1980,75,therefor propos congress legisl make thermal effici standard mandatori new build unit state new tax credit 150 homeown instal insul equip establish energi conserv program help lowincom famili purchas insul suppli legisl modifi defer automot pollut standard five year enabl us improv automobil ga mileag 40 percent 1980,positive
1975-01-15,16,therefore propose congress legislation make thermal efficiency standards mandatory new buildings united states new tax credit 150 homeowners install insulation equipment establishment energy conservation program help lowincome families purchase insulation supplies legislation modify defer automotive pollution standards five years enable us improve automobile gas mileage 40 percent 1980,75,therefor propos congress legisl make thermal effici standard mandatori new build unit state new tax credit 150 homeown instal insul equip establish energi conserv program help lowincom famili purchas insul suppli legisl modifi defer automot pollut standard five year enabl us improv automobil ga mileag 40 percent 1980,positive
1975-01-15,16,within next 10 years program envisions 200 major nuclear powerplants 250 major new coal mines 150 major coalfired powerplants 30 major new oil refineries 20 major new synthetic fuel plants drilling many thousands new oil wells insulation 18 million homes manufacturing sale millions new automobiles trucks buses use much less fuel,66,within next 10 year program envis 200 major nuclear powerpl 250 major new coal mine 150 major coalfir powerpl 30 major new oil refineri 20 major new synthet fuel plant drill mani thousand new oil well insul 18 million home manufactur sale million new automobil truck buse use much less fuel,positive
1975-01-15,16,revenues 30 billion higher energy taxes designed encourage conservation must refunded american people manner corrects distortions tax system wrought inflation,33,revenu 30 billion higher energi tax design encourag conserv must refund american peopl manner correct distort tax system wrought inflat,positive
1975-01-15,16,world 150 nations nuclear technology proliferating regional conflicts continue international security cannot taken granted,22,world 150 nation nuclear technolog prolifer region conflict continu intern secur cannot taken grant,neutral
1975-01-15,16,relations communist countries basic factor world environment,14,relat communist countri basic factor world environ,neutral
1993-11-13,1,yes biggest threat us grew communism nuclear war communism gone nuclear war receding,20,ye biggest threat us grew commun nuclear war commun gone nuclear war reced,neutral
2019-09-24,6,united states embarked exciting program national renewal,17,unit state embark excit program nation renew,neutral
2019-09-24,6,center vision national renewal ambitious campaign reform international trade,17,center vision nation renew ambiti campaign reform intern trade,negative
2019-09-24,6,time regime squandering nations wealth future fanatical quest nuclear weapons means deliver,26,time regim squander nation wealth futur fanat quest nuclear weapon mean deliv,negative
2019-09-24,6,stop irans path nuclear weapons missiles withdrew united states terrible iran nuclear deal little time remaining allow inspection important sites cover ballistic missiles,39,stop iran path nuclear weapon missil withdrew unit state terribl iran nuclear deal littl time remain allow inspect import site cover ballist missil,neutral
2019-09-24,6,told kim jong un truly believe like iran country full tremendous untapped potential realize promise north korea must denuclearize,31,told kim jong un truli believ like iran countri full tremend untap potenti realiz promis north korea must denuclear,positive
2019-09-24,6,mass illegal migration unfair unsafe unsustainable everyone involved sending countries depleted countries,18,mass illeg migrat unfair unsaf unsustain everyon involv send countri deplet countri,negative
1993-12-08,7,want say also special word thanks citizens helped us business leaders labor folks environmental people came worked thismany great criticism particularly environmental movementand working people helped,52,want say also special word thank citizen help us busi leader labor folk environment peopl came work thismani great critic particularli environment movementand work peopl help,positive
1993-12-08,7,believe made decision permit us create economic order world promote growth equality better preservation environment greater possibility world peace,39,believ made decis permit us creat econom order world promot growth equal better preserv environ greater possibl world peac,positive
